iso3,sex,age,value
ALB,female,7,0.3227843137254902
ALB,female,8,0.3227843137254902
ALB,female,9,0.3227843137254902
ALB,female,10,0.3227843137254902
ALB,female,11,0.3227843137254902
ALB,female,12,0.3227843137254902
ALB,female,13,0.3227843137254902
ALB,female,14,0.3227843137254902
ALB,female,15,0.3227843137254902
ALB,female,16,0.3227843137254902
ALB,female,17,0.3227843137254902
ALB,female,18,0.3227843137254902
ALB,female,19,0.3227843137254902
ALB,female,20,0.3227843137254902
ALB,female,21,0.3227843137254902
ALB,female,22,0.3227843137254902
ALB,female,23,0.3227843137254902
ALB,female,24,0.3227843137254902
ALB,female,25,0.3227843137254902
ALB,female,26,0.3227843137254902
ALB,female,27,0.3227843137254902
ALB,female,28,0.3227843137254902
ALB,female,29,0.3227843137254902
ALB,female,30,0.3227843137254902
ALB,female,31,0.3227843137254902
ALB,female,32,0.3227843137254902
ALB,female,33,0.3227843137254902
ALB,female,34,0.3227843137254902
ALB,female,35,0.3227843137254902
ALB,female,36,0.3227843137254902
ALB,female,37,0.3227843137254902
ALB,female,38,0.3227843137254902
ALB,female,39,0.3227843137254902
ALB,female,40,0.3227843137254902
ALB,female,41,0.3227843137254902
ALB,female,42,0.3227843137254902
ALB,female,43,0.3227843137254902
ALB,female,44,0.3227843137254902
ALB,female,45,0.3227843137254902
ALB,female,46,0.3227843137254902
ALB,female,47,0.3227843137254902
ALB,female,48,0.3227843137254902
ALB,female,49,0.3227843137254902
ALB,female,50,0.3227843137254902
ALB,female,51,0.3227843137254902
ALB,female,52,0.3227843137254902
ALB,female,53,0.3227843137254902
ALB,female,54,0.3227843137254902
ALB,female,55,0.3227843137254902
ALB,female,56,0.3227843137254902
ALB,female,57,0.3227843137254902
ALB,female,58,0.3227843137254902
ALB,female,59,0.3227843137254902
ALB,female,60,0.3227843137254902
ALB,female,61,0.3227843137254902
ALB,female,62,0.3227843137254902
ALB,female,63,0.3227843137254902
ALB,female,64,0.3227843137254902
ALB,female,65,0.3227843137254902
ALB,female,66,0.3227843137254902
ALB,female,67,0.3227843137254902
ALB,female,68,0.3227843137254902
ALB,female,69,0.3227843137254902
ALB,female,70,0.3227843137254902
ALB,female,71,0.3227843137254902
ALB,female,72,0.3227843137254902
ALB,female,73,0.3227843137254902
ALB,female,74,0.3227843137254902
ALB,female,75,0.3227843137254902
ALB,female,76,0.3227843137254902
ALB,female,77,0.3227843137254902
ALB,female,78,0.3227843137254902
ALB,female,79,0.3227843137254902
ALB,female,80,0.3227843137254902
ALB,female,81,0.3227843137254902
ALB,female,82,0.3227843137254902
ALB,female,83,0.3227843137254902
ALB,female,84,0.3227843137254902
ALB,female,85,0.3227843137254902
ALB,female,86,0.3227843137254902
ALB,female,87,0.3227843137254902
ALB,female,88,0.3227843137254902
ALB,female,89,0.3227843137254902
ALB,female,90,0.3227843137254902
ALB,female,91,0.3227843137254902
ALB,female,92,0.3227843137254902
ALB,female,93,0.3227843137254902
ALB,female,94,0.3227843137254902
ALB,female,95,0.3227843137254902
ALB,female,96,0.3227843137254902
ALB,female,97,0.3227843137254902
ALB,female,98,0.3227843137254902
ALB,female,99,0.3227843137254902
ALB,female,100,0.3227843137254902
DZA,male,0,0.269
DZA,male,1,0.269
DZA,male,2,0.269
DZA,male,3,0.269
DZA,male,4,0.269
DZA,male,5,0.269
DZA,male,6,0.269
DZA,male,7,0.269
DZA,male,8,0.269
DZA,male,9,0.269
DZA,male,10,0.269
DZA,male,11,0.269
DZA,male,12,0.269
DZA,male,13,0.269
DZA,male,14,0.269
DZA,male,15,0.269
DZA,male,16,0.269
DZA,male,17,0.269
DZA,male,18,0.269
DZA,male,19,0.269
DZA,male,20,0.269
DZA,male,21,0.269
DZA,male,22,0.269
DZA,male,23,0.269
DZA,male,24,0.269
DZA,male,25,0.269
DZA,male,26,0.269
DZA,male,27,0.269
DZA,male,28,0.269
DZA,male,29,0.269
DZA,male,30,0.269
DZA,male,31,0.269
DZA,male,32,0.269
DZA,male,33,0.269
DZA,male,34,0.269
DZA,male,35,0.269
DZA,male,36,0.269
DZA,male,37,0.269
DZA,male,38,0.269
DZA,male,39,0.269
DZA,male,40,0.269
DZA,male,41,0.269
DZA,male,42,0.269
DZA,male,43,0.269
DZA,male,44,0.269
DZA,male,45,0.269
DZA,male,46,0.269
DZA,male,47,0.269
DZA,male,48,0.269
DZA,male,49,0.269
DZA,male,50,0.269
DZA,male,51,0.269
DZA,male,52,0.269
DZA,male,53,0.269
DZA,male,54,0.269
DZA,male,55,0.269
DZA,male,56,0.269
DZA,male,57,0.269
DZA,male,58,0.269
DZA,male,59,0.269
DZA,male,60,0.269
DZA,male,61,0.269
DZA,male,62,0.269
DZA,male,63,0.269
DZA,male,64,0.269
DZA,male,65,0.269
DZA,male,66,0.269
DZA,male,67,0.269
DZA,male,68,0.269
DZA,male,69,0.269
DZA,male,70,0.269
DZA,male,71,0.269
DZA,male,72,0.269
DZA,male,73,0.269
DZA,male,74,0.269
DZA,male,75,0.269
DZA,male,76,0.269
DZA,male,77,0.269
DZA,male,78,0.269
DZA,male,79,0.269
DZA,male,80,0.269
DZA,male,81,0.269
DZA,male,82,0.269
DZA,male,83,0.269
DZA,male,84,0.269
DZA,male,85,0.269
DZA,male,86,0.269
DZA,male,87,0.269
DZA,male,88,0.269
DZA,male,89,0.269
DZA,male,90,0.269
DZA,male,91,0.269
DZA,male,92,0.269
DZA,male,93,0.269
DZA,male,94,0.269
DZA,male,95,0.269
DZA,male,96,0.269
DZA,male,97,0.269
DZA,male,98,0.269
DZA,male,99,0.269
DZA,male,100,0.269
DZA,female,0,0.402
DZA,female,1,0.402
DZA,female,2,0.402
DZA,female,3,0.402
DZA,female,4,0.402
DZA,female,5,0.402
DZA,female,6,0.402
DZA,female,7,0.402
DZA,female,8,0.402
DZA,female,9,0.402
DZA,female,10,0.402
DZA,female,11,0.402
DZA,female,12,0.402
DZA,female,13,0.402
DZA,female,14,0.402
DZA,female,15,0.402
DZA,female,16,0.402
DZA,female,17,0.402
DZA,female,18,0.402
DZA,female,19,0.402
DZA,female,20,0.402
DZA,female,21,0.402
DZA,female,22,0.402
DZA,female,23,0.402
DZA,female,24,0.402
DZA,female,25,0.402
DZA,female,26,0.402
DZA,female,27,0.402
DZA,female,28,0.402
DZA,female,29,0.402
DZA,female,30,0.402
DZA,female,31,0.402
DZA,female,32,0.402
DZA,female,33,0.402
DZA,female,34,0.402
DZA,female,35,0.402
DZA,female,36,0.402
DZA,female,37,0.402
DZA,female,38,0.402
DZA,female,39,0.402
DZA,female,40,0.402
DZA,female,41,0.402
DZA,female,42,0.402
DZA,female,43,0.402
DZA,female,44,0.402
DZA,female,45,0.402
DZA,female,46,0.402
DZA,female,47,0.402
DZA,female,48,0.402
DZA,female,49,0.402
DZA,female,50,0.402
DZA,female,51,0.402
DZA,female,52,0.402
DZA,female,53,0.402
DZA,female,54,0.402
DZA,female,55,0.402
DZA,female,56,0.402
DZA,female,57,0.402
DZA,female,58,0.402
DZA,female,59,0.402
DZA,female,60,0.402
DZA,female,61,0.402
DZA,female,62,0.402
DZA,female,63,0.402
DZA,female,64,0.402
DZA,female,65,0.402
DZA,female,66,0.402
DZA,female,67,0.402
DZA,female,68,0.402
DZA,female,69,0.402
DZA,female,70,0.402
DZA,female,71,0.402
DZA,female,72,0.402
DZA,female,73,0.402
DZA,female,74,0.402
DZA,female,75,0.402
DZA,female,76,0.402
DZA,female,77,0.402
DZA,female,78,0.402
DZA,female,79,0.402
DZA,female,80,0.402
DZA,female,81,0.402
DZA,female,82,0.402
DZA,female,83,0.402
DZA,female,84,0.402
DZA,female,85,0.402
DZA,female,86,0.402
DZA,female,87,0.402
DZA,female,88,0.402
DZA,female,89,0.402
DZA,female,90,0.402
DZA,female,91,0.402
DZA,female,92,0.402
DZA,female,93,0.402
DZA,female,94,0.402
DZA,female,95,0.402
DZA,female,96,0.402
DZA,female,97,0.402
DZA,female,98,0.402
DZA,female,99,0.402
DZA,female,100,0.402
AGO,male,0,0.23724183006535948
AGO,male,1,0.23724183006535948
AGO,male,2,0.23724183006535948
AGO,male,3,0.23724183006535948
AGO,male,4,0.23724183006535948
AGO,male,5,0.23724183006535948
AGO,male,6,0.23724183006535948
AGO,male,7,0.23724183006535948
AGO,male,8,0.23724183006535948
AGO,male,9,0.23724183006535948
AGO,male,10,0.23724183006535948
AGO,male,11,0.23724183006535948
AGO,male,12,0.23724183006535948
AGO,male,13,0.23724183006535948
AGO,male,14,0.23724183006535948
AGO,male,15,0.23724183006535948
AGO,male,16,0.23724183006535948
AGO,male,17,0.23724183006535948
AGO,male,18,0.23724183006535948
AGO,male,19,0.23724183006535948
AGO,male,20,0.23724183006535948
AGO,male,21,0.23724183006535948
AGO,male,22,0.23724183006535948
AGO,male,23,0.23724183006535948
AGO,male,24,0.23724183006535948
AGO,male,25,0.23724183006535948
AGO,male,26,0.23724183006535948
AGO,male,27,0.23724183006535948
AGO,male,28,0.23724183006535948
AGO,male,29,0.23724183006535948
AGO,male,30,0.23724183006535948
AGO,male,31,0.23724183006535948
AGO,male,32,0.23724183006535948
AGO,male,33,0.23724183006535948
AGO,male,34,0.23724183006535948
AGO,male,35,0.23724183006535948
AGO,male,36,0.23724183006535948
AGO,male,37,0.23724183006535948
AGO,male,38,0.23724183006535948
AGO,male,39,0.23724183006535948
AGO,male,40,0.23724183006535948
AGO,male,41,0.23724183006535948
AGO,male,42,0.23724183006535948
AGO,male,43,0.23724183006535948
AGO,male,44,0.23724183006535948
AGO,male,45,0.23724183006535948
AGO,male,46,0.23724183006535948
AGO,male,47,0.23724183006535948
AGO,male,48,0.23724183006535948
AGO,male,49,0.23724183006535948
AGO,male,50,0.23724183006535948
AGO,male,51,0.23724183006535948
AGO,male,52,0.23724183006535948
AGO,male,53,0.23724183006535948
AGO,male,54,0.23724183006535948
AGO,male,55,0.23724183006535948
AGO,male,56,0.23724183006535948
AGO,male,57,0.23724183006535948
AGO,male,58,0.23724183006535948
AGO,male,59,0.23724183006535948
AGO,male,60,0.23724183006535948
AGO,male,61,0.23724183006535948
AGO,male,62,0.23724183006535948
AGO,male,63,0.23724183006535948
AGO,male,64,0.23724183006535948
AGO,male,65,0.23724183006535948
AGO,male,66,0.23724183006535948
AGO,male,67,0.23724183006535948
AGO,male,68,0.23724183006535948
AGO,male,69,0.23724183006535948
AGO,male,70,0.23724183006535948
AGO,male,71,0.23724183006535948
AGO,male,72,0.23724183006535948
AGO,male,73,0.23724183006535948
AGO,male,74,0.23724183006535948
AGO,male,75,0.23724183006535948
AGO,male,76,0.23724183006535948
AGO,male,77,0.23724183006535948
AGO,male,78,0.23724183006535948
AGO,male,79,0.23724183006535948
AGO,male,80,0.23724183006535948
AGO,male,81,0.23724183006535948
AGO,male,82,0.23724183006535948
AGO,male,83,0.23724183006535948
AGO,male,84,0.23724183006535948
AGO,male,85,0.23724183006535948
AGO,male,86,0.23724183006535948
AGO,male,87,0.23724183006535948
AGO,male,88,0.23724183006535948
AGO,male,89,0.23724183006535948
AGO,male,90,0.23724183006535948
AGO,male,91,0.23724183006535948
AGO,male,92,0.23724183006535948
AGO,male,93,0.23724183006535948
AGO,male,94,0.23724183006535948
AGO,male,95,0.23724183006535948
AGO,male,96,0.23724183006535948
AGO,male,97,0.23724183006535948
AGO,male,98,0.23724183006535948
AGO,male,99,0.23724183006535948
AGO,male,100,0.23724183006535948
AGO,female,0,0.3227843137254902
AGO,female,1,0.3227843137254902
AGO,female,2,0.3227843137254902
AGO,female,3,0.3227843137254902
AGO,female,4,0.3227843137254902
AGO,female,5,0.3227843137254902
AGO,female,6,0.3227843137254902
AGO,female,7,0.3227843137254902
AGO,female,8,0.3227843137254902
AGO,female,9,0.3227843137254902
AGO,female,10,0.3227843137254902
AGO,female,11,0.3227843137254902
AGO,female,12,0.3227843137254902
AGO,female,13,0.3227843137254902
AGO,female,14,0.3227843137254902
AGO,female,15,0.3227843137254902
AGO,female,16,0.3227843137254902
AGO,female,17,0.3227843137254902
AGO,female,18,0.3227843137254902
AGO,female,19,0.3227843137254902
AGO,female,20,0.3227843137254902
AGO,female,21,0.3227843137254902
AGO,female,22,0.3227843137254902
AGO,female,23,0.3227843137254902
AGO,female,24,0.3227843137254902
AGO,female,25,0.3227843137254902
AGO,female,26,0.3227843137254902
AGO,female,27,0.3227843137254902
AGO,female,28,0.3227843137254902
AGO,female,29,0.3227843137254902
AGO,female,30,0.3227843137254902
AGO,female,31,0.3227843137254902
AGO,female,32,0.3227843137254902
AGO,female,33,0.3227843137254902
AGO,female,34,0.3227843137254902
AGO,female,35,0.3227843137254902
AGO,female,36,0.3227843137254902
AGO,female,37,0.3227843137254902
AGO,female,38,0.3227843137254902
AGO,female,39,0.3227843137254902
AGO,female,40,0.3227843137254902
AGO,female,41,0.3227843137254902
AGO,female,42,0.3227843137254902
AGO,female,43,0.3227843137254902
AGO,female,44,0.3227843137254902
AGO,female,45,0.3227843137254902
AGO,female,46,0.3227843137254902
AGO,female,47,0.3227843137254902
AGO,female,48,0.3227843137254902
AGO,female,49,0.3227843137254902
AGO,female,50,0.3227843137254902
AGO,female,51,0.3227843137254902
AGO,female,52,0.3227843137254902
AGO,female,53,0.3227843137254902
AGO,female,54,0.3227843137254902
AGO,female,55,0.3227843137254902
AGO,female,56,0.3227843137254902
AGO,female,57,0.3227843137254902
AGO,female,58,0.3227843137254902
AGO,female,59,0.3227843137254902
AGO,female,60,0.3227843137254902
AGO,female,61,0.3227843137254902
AGO,female,62,0.3227843137254902
AGO,female,63,0.3227843137254902
AGO,female,64,0.3227843137254902
AGO,female,65,0.3227843137254902
AGO,female,66,0.3227843137254902
AGO,female,67,0.3227843137254902
AGO,female,68,0.3227843137254902
AGO,female,69,0.3227843137254902
AGO,female,70,0.3227843137254902
AGO,female,71,0.3227843137254902
AGO,female,72,0.3227843137254902
AGO,female,73,0.3227843137254902
AGO,female,74,0.3227843137254902
AGO,female,75,0.3227843137254902
AGO,female,76,0.3227843137254902
AGO,female,77,0.3227843137254902
AGO,female,78,0.3227843137254902
AGO,female,79,0.3227843137254902
AGO,female,80,0.3227843137254902
AGO,female,81,0.3227843137254902
AGO,female,82,0.3227843137254902
AGO,female,83,0.3227843137254902
AGO,female,84,0.3227843137254902
AGO,female,85,0.3227843137254902
AGO,female,86,0.3227843137254902
AGO,female,87,0.3227843137254902
AGO,female,88,0.3227843137254902
AGO,female,89,0.3227843137254902
AGO,female,90,0.3227843137254902
AGO,female,91,0.3227843137254902
AGO,female,92,0.3227843137254902
AGO,female,93,0.3227843137254902
AGO,female,94,0.3227843137254902
AGO,female,95,0.3227843137254902
AGO,female,96,0.3227843137254902
AGO,female,97,0.3227843137254902
AGO,female,98,0.3227843137254902
AGO,female,99,0.3227843137254902
AGO,female,100,0.3227843137254902
ATG,male,0,0.23724183006535948
ATG,male,1,0.23724183006535948
ATG,male,2,0.23724183006535948
ATG,male,3,0.23724183006535948
ATG,male,4,0.23724183006535948
ATG,male,5,0.23724183006535948
ATG,male,6,0.23724183006535948
ATG,male,7,0.23724183006535948
ATG,male,8,0.23724183006535948
ATG,male,9,0.23724183006535948
ATG,male,10,0.23724183006535948
ATG,male,11,0.23724183006535948
ATG,male,12,0.23724183006535948
ATG,male,13,0.23724183006535948
ATG,male,14,0.23724183006535948
ATG,male,15,0.23724183006535948
ATG,male,16,0.23724183006535948
ATG,male,17,0.23724183006535948
ATG,male,18,0.23724183006535948
ATG,male,19,0.23724183006535948
ATG,male,20,0.23724183006535948
ATG,male,21,0.23724183006535948
ATG,male,22,0.23724183006535948
ATG,male,23,0.23724183006535948
ATG,male,24,0.23724183006535948
ATG,male,25,0.23724183006535948
ATG,male,26,0.23724183006535948
ATG,male,27,0.23724183006535948
ATG,male,28,0.23724183006535948
ATG,male,29,0.23724183006535948
ATG,male,30,0.23724183006535948
ATG,male,31,0.23724183006535948
ATG,male,32,0.23724183006535948
ATG,male,33,0.23724183006535948
ATG,male,34,0.23724183006535948
ATG,male,35,0.23724183006535948
ATG,male,36,0.23724183006535948
ATG,male,37,0.23724183006535948
ATG,male,38,0.23724183006535948
ATG,male,39,0.23724183006535948
ATG,male,40,0.23724183006535948
ATG,male,41,0.23724183006535948
ATG,male,42,0.23724183006535948
ATG,male,43,0.23724183006535948
ATG,male,44,0.23724183006535948
ATG,male,45,0.23724183006535948
ATG,male,46,0.23724183006535948
ATG,male,47,0.23724183006535948
ATG,male,48,0.23724183006535948
ATG,male,49,0.23724183006535948
ATG,male,50,0.23724183006535948
ATG,male,51,0.23724183006535948
ATG,male,52,0.23724183006535948
ATG,male,53,0.23724183006535948
ATG,male,54,0.23724183006535948
ATG,male,55,0.23724183006535948
ATG,male,56,0.23724183006535948
ATG,male,57,0.23724183006535948
ATG,male,58,0.23724183006535948
ATG,male,59,0.23724183006535948
ATG,male,60,0.23724183006535948
ATG,male,61,0.23724183006535948
ATG,male,62,0.23724183006535948
ATG,male,63,0.23724183006535948
ATG,male,64,0.23724183006535948
ATG,male,65,0.23724183006535948
ATG,male,66,0.23724183006535948
ATG,male,67,0.23724183006535948
ATG,male,68,0.23724183006535948
ATG,male,69,0.23724183006535948
ATG,male,70,0.23724183006535948
ATG,male,71,0.23724183006535948
